Company,Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Trans_type,Gear_num
VOLKSWAGEN,Tiguan 4Motion,2.0,4.0,4WD,Gasoline,small SUV,7,22,29,25,5,No,357,SemiAuto,8
VOLKSWAGEN,Tiguan R-Line 4Motion,2.0,4.0,4WD,Gasoline,small SUV,7,22,29,24,5,No,367,SemiAuto,8
VOLKSWAGEN,Tiguan S,2.0,4.0,2WD,Gasoline,small SUV,7,24,31,27,5,No,331,SemiAuto,8
VOLVO,S60 B5,2.0,4.0,2WD,Gasoline,small car,5,26,35,30,6,No,297,SemiAuto,8
VOLVO,S60 B5,2.0,4.0,4WD,Gasoline,small car,5,25,33,28,6,No,316,SemiAuto,8
VOLVO,S60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,small car,7,74,73,74,9,Yes,99,SemiAuto,8
VOLVO,S90 B6,2.0,4.0,4WD,Gasoline,midsize car,7,22,31,25,5,No,347,SemiAuto,8
VOLVO,S90 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,midsize car,7,66,67,66,9,Yes,110,SemiAuto,8
VOLVO,V60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,station wagon,7,74,73,74,9,Yes,99,SemiAuto,8
VOLVO,V60CC B5,2.0,4.0,4WD,Gasoline,station wagon,5,24,31,27,5,No,334,SemiAuto,8
VOLVO,V90CC B6,2.0,4.0,4WD,Gasoline,station wagon,7,22,29,25,5,No,358,SemiAuto,8
VOLVO,XC40 B5,2.0,4.0,4WD,Gasoline,small SUV,5,24,30,26,5,No,338,SemiAuto,8
VOLVO,XC60 B5,2.0,4.0,4WD,Gasoline,small SUV,5,22,28,25,5,No,363,SemiAuto,8
VOLVO,XC60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,66,60,63,9,Yes,122,SemiAuto,8
VOLVO,XC90 B5,2.0,4.0,4WD,Gasoline,standard SUV,5,22,27,24,5,No,369,SemiAuto,8
VOLVO,XC90 B6,2.0,4.0,4WD,Gasoline,standard SUV,7,20,26,23,5,No,393,SemiAuto,8
VOLVO,XC90 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,standard SUV,7,59,57,58,9,Yes,137,SemiAuto,8
